,area_type,availability,location,total_sqft,bath,balcony,price,bhk
8593,Super built-up  Area,1,Garudachar Palya,1150.0,2.0,1.0,52.5,2
8594,Built-up  Area,1,Chandapura,450.0,1.0,1.0,9.0,1
8595,Built-up  Area,1,Ramamurthy Nagar,1360.0,2.0,0.0,45.0,2
8596,Built-up  Area,1,Marathahalli,1605.0,3.0,2.0,76.0,3
8598,Super built-up  Area,0,Haralur Road,1810.0,3.0,2.0,100.0,3
8599,Super built-up  Area,0,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2
8600,Super built-up  Area,1,Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3
8602,Super built-up  Area,0,Dommasandra,850.0,2.0,1.0,25.4,2
8603,Built-up  Area,0,Electronic City Phase II,1025.0,2.0,1.0,26.65,2
8604,Built-up  Area,1,Uttarahalli,980.0,2.0,1.0,45.0,2
8605,Super built-up  Area,1,other,1428.0,2.0,1.0,70.0,3
8606,Super built-up  Area,1,other,1130.0,2.0,2.0,74.0,2
8607,Super built-up  Area,0,Kanakpura Road,1592.0,3.0,2.0,125.0,3
8608,Super built-up  Area,1,JP Nagar,2050.0,3.0,3.0,82.0,3
8609,Super built-up  Area,1,other,1407.0,2.0,1.0,83.87,2
8611,Super built-up  Area,1,Whitefield,1585.0,3.0,1.0,84.0,3
8612,Built-up  Area,1,Jakkur,1785.0,3.0,2.0,130.0,3
8613,Built-up  Area,1,other,900.0,2.0,3.0,45.0,2
8615,Super built-up  Area,1,Kanakpura Road,1843.0,3.0,2.0,96.2,3
8617,Super built-up  Area,1,other,1200.0,2.0,1.0,67.0,2
8618,Super built-up  Area,1,Akshaya Nagar,1113.0,2.0,1.0,52.0,2
8619,Super built-up  Area,1,Uttarahalli,1125.0,2.0,1.0,47.0,2
8620,Plot  Area,0,Whitefield,1200.0,3.0,1.0,56.0,3
8621,Super built-up  Area,1,Anekal,1150.0,3.0,2.0,45.0,3
8622,Super built-up  Area,1,Yeshwanthpur,770.0,1.0,1.0,70.0,2
8623,Super built-up  Area,1,Kodichikkanahalli,1181.0,2.0,2.0,57.0,2
8624,Super built-up  Area,1,Kanakpura Road,1550.0,3.0,3.0,64.7,3
8625,Super built-up  Area,1,1st Phase JP Nagar,1200.0,2.0,2.0,86.0,2
8626,Super built-up  Area,1,Raja Rajeshwari Nagar,1295.0,2.0,2.0,55.47,2
8628,Super built-up  Area,1,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3
8629,Built-up  Area,1,other,1872.0,3.0,2.0,152.0,3
8630,Super built-up  Area,1,Sarjapur  Road,2900.0,4.0,2.0,240.0,4
8631,Super built-up  Area,0,Abbigere,1326.0,2.0,1.0,35.0,3
8632,Super built-up  Area,1,Talaghattapura,1040.0,2.0,1.0,33.28,2
8634,Super built-up  Area,1,Hennur,1020.0,2.0,1.0,48.0,2
8635,Super built-up  Area,1,other,1400.0,3.0,2.0,90.0,3
8636,Super built-up  Area,1,Neeladri Nagar,4000.0,12.0,2.0,160.0,10
8637,Plot  Area,1,other,812.0,1.0,1.0,26.0,1
8638,Super built-up  Area,1,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
8639,Super built-up  Area,0,other,829.0,2.0,1.0,22.8,2
8642,Super built-up  Area,0,Kanakpura Road,1500.0,3.0,1.0,72.99,3
8643,Built-up  Area,1,Ananth Nagar,850.0,2.0,1.0,25.99,2
8644,Built-up  Area,1,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2
8646,Super built-up  Area,1,Thigalarapalya,2215.0,4.0,2.0,150.0,3
8647,Super built-up  Area,1,Channasandra,1010.0,2.0,1.0,36.0,2
8648,Built-up  Area,1,Marathahalli,1350.0,2.0,2.0,60.0,2
8649,Built-up  Area,1,Talaghattapura,1100.0,2.0,0.0,50.0,2
8650,Super built-up  Area,1,Kanakpura Road,1450.0,2.0,2.0,62.93,3
8651,Super built-up  Area,1,Raja Rajeshwari Nagar,1133.0,2.0,2.0,40.0,2
8652,Super built-up  Area,1,Thanisandra,1564.0,3.0,2.0,100.0,3
8653,Plot  Area,1,Doddaballapur,640.0,1.0,0.0,10.5,2
8654,Super built-up  Area,1,Thigalarapalya,2072.0,4.0,2.0,157.0,3
8656,Super built-up  Area,1,Kanakapura,1460.0,2.0,3.0,51.1,3
8657,Super built-up  Area,1,other,600.0,2.0,1.0,35.0,1
8658,Super built-up  Area,1,Rachenahalli,1050.0,2.0,2.0,52.07,2
8659,Built-up  Area,0,other,700.0,2.0,1.0,35.0,2
8660,Plot  Area,1,TC Palaya,1200.0,3.0,0.0,66.0,3
8661,Super built-up  Area,1,Yelahanka,654.0,1.0,1.0,38.0,1
8662,Super built-up  Area,1,other,1105.0,2.0,2.0,50.0,2
8663,Super built-up  Area,1,Hebbal Kempapura,1800.0,3.0,3.0,150.0,3
8665,Super built-up  Area,1,Kogilu,700.0,1.0,1.0,30.84,1
8666,Super built-up  Area,1,other,1000.0,2.0,1.0,51.0,2
8667,Built-up  Area,1,HSR Layout,3500.0,5.0,0.0,350.0,5
8668,Super built-up  Area,0,other,1240.0,2.0,1.0,63.0,3
8669,Super built-up  Area,1,Bellandur,1200.0,2.0,3.0,45.0,2
8670,Super built-up  Area,1,Yelahanka New Town,1400.0,2.0,2.0,80.0,3
8671,Super built-up  Area,1,other,1393.0,3.0,2.0,54.0,3
8672,Super built-up  Area,1,Whitefield,1140.0,2.0,2.0,50.0,2
8674,Built-up  Area,1,other,1640.0,3.0,2.0,70.0,3
8675,Plot  Area,1,other,1200.0,2.0,0.0,62.0,2
8676,Built-up  Area,1,Rajaji Nagar,720.0,2.0,2.0,65.0,2
8677,Super built-up  Area,1,Yelenahalli,1650.0,3.0,3.0,68.0,3
8678,Super built-up  Area,1,Nagavara,2496.0,4.0,2.0,125.0,4
8679,Super built-up  Area,1,9th Phase JP Nagar,905.0,2.0,1.0,32.0,2
8680,Super built-up  Area,1,HAL 2nd Stage,1600.0,3.0,1.0,125.0,3
8681,Super built-up  Area,0,Chikkalasandra,1070.0,2.0,1.0,45.48,2
8683,Built-up  Area,1,Koramangala,1200.0,2.0,2.0,100.0,2
8685,Built-up  Area,1,8th Phase JP Nagar,2600.0,4.0,2.0,115.0,4
8686,Super built-up  Area,1,Old Airport Road,1145.0,2.0,2.0,75.0,2
8687,Super built-up  Area,1,other,1495.0,3.0,2.0,55.0,3
8689,Built-up  Area,1,other,1400.0,3.0,2.0,53.0,3
8690,Built-up  Area,0,Whitefield,1558.0,3.0,2.0,90.0,3
8691,Super built-up  Area,0,Balagere,1007.0,2.0,1.0,53.0,2
8692,Super built-up  Area,1,Ananth Nagar,902.0,2.0,1.0,25.26,2
8693,Super built-up  Area,1,other,1054.0,2.0,1.0,53.0,2
8694,Super built-up  Area,1,Uttarahalli,1135.0,2.0,3.0,39.73,3
8695,Super built-up  Area,1,Gollarapalya Hosahalli,996.0,2.0,2.0,49.0,2
8696,Super built-up  Area,0,other,1275.0,2.0,2.0,47.0,2
8697,Plot  Area,1,NRI Layout,1250.0,2.0,0.0,75.0,2
8698,Built-up  Area,1,Hennur,2502.0,4.0,2.0,170.0,4
8699,Super built-up  Area,1,other,1394.0,2.0,3.0,52.0,2
8700,Super built-up  Area,1,Haralur Road,1243.0,2.0,2.0,46.0,2
8701,Super built-up  Area,0,Whitefield,1216.0,2.0,1.0,75.0,2
8702,Super built-up  Area,1,other,1075.0,2.0,1.0,57.0,2
8704,Built-up  Area,1,Indira Nagar,1500.0,3.0,3.0,120.0,3
8705,Super built-up  Area,0,Rayasandra,1708.0,3.0,1.0,76.0,4
8707,Built-up  Area,1,other,1800.0,4.0,3.0,115.0,3
8708,Super built-up  Area,1,Harlur,1532.0,2.0,1.0,65.0,2
8709,Super built-up  Area,0,Hosa Road,1726.0,3.0,2.0,81.99,3
8710,Super built-up  Area,1,other,1220.0,2.0,2.0,54.89,2
8711,Super built-up  Area,1,Chikkalasandra,1100.0,2.0,2.0,50.0,2
8712,Super built-up  Area,1,Electronics City Phase 1,1530.0,3.0,3.0,40.0,3
8713,Super built-up  Area,0,Hosa Road,840.0,2.0,1.0,28.0,2
8714,Super built-up  Area,0,Bommanahalli,1250.0,4.0,3.0,39.0,3
8715,Super built-up  Area,1,CV Raman Nagar,1030.0,2.0,2.0,35.0,2
8716,Super built-up  Area,1,other,1499.0,3.0,2.0,89.0,3
8717,Super built-up  Area,1,other,1280.0,2.0,3.0,55.0,3
8718,Built-up  Area,1,Munnekollal,1170.0,2.0,2.0,59.0,2
8719,Plot  Area,1,Chikka Tirupathi,2646.0,3.0,2.0,99.0,3
8720,Super built-up  Area,0,other,1161.0,2.0,3.0,36.69,2
8721,Plot  Area,1,Yelahanka,1633.0,2.0,1.0,72.0,2
8722,Built-up  Area,1,other,1050.0,2.0,2.0,65.0,2
8724,Super built-up  Area,0,Varthur Road,552.5,1.0,0.0,13.26,1
8725,Super built-up  Area,1,Attibele,418.0,2.0,1.0,11.5,1
8726,Super built-up  Area,1,other,905.0,2.0,2.0,50.0,2
8727,Super built-up  Area,1,Raja Rajeshwari Nagar,1510.0,2.0,2.0,55.0,3
8728,Super built-up  Area,1,Chikkalasandra,1390.0,2.0,3.0,60.47,3
8729,Super built-up  Area,1,Kasturi Nagar,1101.0,2.0,2.0,66.0,2
8730,Super built-up  Area,1,other,2736.0,4.0,2.0,130.0,4
8731,Super built-up  Area,0,EPIP Zone,2350.0,4.0,2.0,163.0,3
8732,Super built-up  Area,1,other,1056.0,2.0,2.0,55.0,2
8733,Super built-up  Area,1,Kanakpura Road,1425.0,2.0,2.0,49.88,3
8734,Super built-up  Area,0,Electronics City Phase 1,1450.0,3.0,1.0,70.0,3
8735,Built-up  Area,1,Pai Layout,1000.0,2.0,2.0,34.0,2
8736,Super built-up  Area,0,Haralur Road,575.0,1.0,1.0,38.0,1
8737,Super built-up  Area,1,Uttarahalli,1350.0,2.0,2.0,47.24,3
8738,Plot  Area,1,Kanakpura Road,2000.0,2.0,0.0,180.0,3
8739,Built-up  Area,1,other,1770.0,3.0,2.0,90.0,3
8740,Super built-up  Area,1,other,3155.0,3.0,2.0,315.0,3
8741,Plot  Area,1,Anandapura,616.0,3.0,1.0,45.0,2
8742,Super built-up  Area,1,JP Nagar,745.0,1.0,0.0,34.27,1
8743,Built-up  Area,1,other,6500.0,7.0,1.0,104.0,7
8745,Super built-up  Area,0,Kudlu Gate,1547.0,2.0,2.0,103.0,2
8746,Super built-up  Area,1,Panathur,1713.0,3.0,1.0,120.0,3
8749,Super built-up  Area,1,Yeshwanthpur,1856.0,4.0,2.0,180.0,3
8750,Super built-up  Area,1,other,1152.0,2.0,1.0,57.0,2
8751,Super built-up  Area,1,Dodda Nekkundi,1100.0,2.0,1.0,46.75,2
8752,Super built-up  Area,1,Narayanapura,2357.0,3.0,2.0,135.0,3
8753,Super built-up  Area,1,Akshaya Nagar,1820.0,4.0,2.0,95.0,3
8754,Super built-up  Area,0,Kannamangala,1865.0,3.0,1.0,139.0,3
8755,Built-up  Area,1,Kanakpura Road,1240.0,2.0,2.0,65.0,2
8756,Super built-up  Area,1,Padmanabhanagar,1360.0,3.0,1.0,75.0,3
8757,Built-up  Area,1,ISRO Layout,4200.0,4.0,2.0,255.0,4
8758,Super built-up  Area,1,Electronics City Phase 1,1450.0,2.0,2.0,63.51,3
8759,Super built-up  Area,1,Budigere,1139.0,2.0,2.0,72.0,2
8760,Super built-up  Area,1,Begur Road,1565.0,2.0,2.0,56.0,3
8763,Super built-up  Area,1,other,1200.0,2.0,2.0,39.0,2
8764,Super built-up  Area,1,Yeshwanthpur,1855.0,3.0,3.0,140.0,3
8765,Plot  Area,1,Margondanahalli,1100.0,2.0,1.0,55.0,2
8766,Built-up  Area,1,other,1350.0,2.0,2.0,65.0,3
8767,Super built-up  Area,1,Old Madras Road,2266.0,3.0,2.0,207.0,3
8768,Super built-up  Area,1,Hosur Road,660.0,1.0,1.0,23.0,1
8769,Built-up  Area,1,Kodihalli,1490.0,2.0,1.0,150.0,2
8770,Super built-up  Area,1,Kambipura,1083.0,2.0,1.0,48.0,3
8771,Super built-up  Area,0,Hennur Road,1232.0,2.0,1.0,83.0,2
8772,Super built-up  Area,1,Raja Rajeshwari Nagar,1550.0,3.0,1.0,86.8,3
8773,Super built-up  Area,1,Whitefield,1227.0,2.0,2.0,70.0,2
8774,Super built-up  Area,1,Sarjapur  Road,1059.0,2.0,2.0,68.0,2
8776,Super built-up  Area,1,Mahadevpura,1152.0,2.0,1.0,54.0,2
8777,Super built-up  Area,1,Kenchenahalli,870.0,1.0,1.0,45.0,2
8778,Super built-up  Area,0,Panathur,1210.0,2.0,1.0,78.0,2
8779,Super built-up  Area,0,Thanisandra,663.0,1.0,0.0,46.1,1
8780,Super built-up  Area,1,other,1464.0,2.0,1.0,135.0,3
8781,Built-up  Area,1,Kadubeesanahalli,1365.0,3.0,1.0,80.0,3
8782,Super built-up  Area,1,Whitefield,1704.0,3.0,1.0,120.0,3
8783,Super built-up  Area,0,Whitefield,1495.0,2.0,2.0,60.55,3
8784,Super built-up  Area,0,Whitefield,1256.0,2.0,2.0,73.0,2
8785,Built-up  Area,1,Kengeri,883.0,2.0,0.0,49.0,2
8786,Built-up  Area,1,Bisuvanahalli,1080.0,2.0,1.0,45.0,3
8788,Super built-up  Area,0,9th Phase JP Nagar,1073.0,2.0,1.0,52.36,2
8789,Super built-up  Area,1,Rajaji Nagar,3000.0,6.0,3.0,250.0,6
8790,Super built-up  Area,1,other,1300.0,2.0,3.0,32.0,2
8791,Built-up  Area,1,Thanisandra,662.0,1.0,0.0,45.0,1
8792,Super built-up  Area,0,other,1200.0,2.0,2.0,75.0,2
8793,Built-up  Area,1,5th Phase JP Nagar,1550.0,3.0,3.0,75.0,3
8794,Super built-up  Area,1,other,1707.0,3.0,2.0,171.0,3
8795,Super built-up  Area,1,Banashankari,1310.0,2.0,2.0,80.43,2
8796,Super built-up  Area,1,Sarjapur  Road,1577.0,3.0,2.0,65.0,3
8797,Super built-up  Area,1,Kodigehaali,1324.0,3.0,2.0,65.0,3
8798,Super built-up  Area,1,Kothanur,1786.0,2.0,2.0,106.0,3
8799,Super built-up  Area,1,Harlur,1174.0,2.0,1.0,75.0,2
8800,Super built-up  Area,1,other,565.0,1.0,1.0,33.0,1
8801,Super built-up  Area,1,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3
8802,Built-up  Area,1,Electronic City,635.0,1.0,1.0,28.0,1
8804,Super built-up  Area,1,8th Phase JP Nagar,1368.0,2.0,1.0,54.71,3
8805,Super built-up  Area,1,Kanakpura Road,1450.0,3.0,3.0,55.0,3
8806,Super built-up  Area,1,Devanahalli,1045.0,2.0,2.0,48.0,2
8807,Super built-up  Area,0,Electronic City,1128.0,2.0,1.0,65.4,2
8808,Built-up  Area,1,Bhoganhalli,1125.0,2.0,1.0,54.0,2
8809,Super built-up  Area,0,Whitefield,1195.0,2.0,1.0,62.38,2
8811,Plot  Area,1,Kaggadasapura,1350.0,2.0,0.0,105.0,3
8812,Super built-up  Area,1,Domlur,1740.0,3.0,0.0,120.0,3
8813,Super built-up  Area,1,Bommasandra,877.0,2.0,1.0,29.0,2
8814,Built-up  Area,1,Whitefield,1770.0,4.0,1.0,68.0,3
8815,Super built-up  Area,1,Yelahanka New Town,450.0,1.0,1.0,15.0,1
8816,Plot  Area,0,other,1000.0,2.0,1.0,55.0,2
8817,Super built-up  Area,1,Whitefield,1300.0,2.0,2.0,78.0,2
8818,Super built-up  Area,1,Doddathoguru,1300.0,2.0,1.0,42.0,3
8819,Super built-up  Area,1,Abbigere,985.0,2.0,1.0,40.39,2
8820,Built-up  Area,1,other,1045.0,2.0,2.0,42.0,2
8821,Super built-up  Area,1,other,1250.0,2.0,1.0,62.4,2
8822,Plot  Area,1,other,2400.0,4.0,1.0,130.0,3
8823,Super built-up  Area,1,Haralur Road,1194.0,2.0,2.0,46.0,2
8824,Super built-up  Area,1,Kanakpura Road,1420.0,3.0,3.0,68.0,3
8825,Built-up  Area,1,other,1720.0,3.0,3.0,83.0,3
8826,Super built-up  Area,1,Rachenahalli,1530.0,2.0,2.0,74.4,3
8827,Plot  Area,1,Anandapura,1200.0,2.0,0.0,66.0,3
8828,Super built-up  Area,1,Whitefield,1570.0,3.0,3.0,88.0,3
8829,Super built-up  Area,0,Sarjapur  Road,1157.0,2.0,1.0,74.0,3
8831,Super built-up  Area,1,Kanakapura,1120.0,2.0,2.0,39.2,2
8832,Super built-up  Area,1,Kenchenahalli,1150.0,2.0,2.0,60.0,2
8833,Plot  Area,1,Hebbal Kempapura,2400.0,5.0,2.0,200.0,5
8834,Super built-up  Area,1,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
8835,Super built-up  Area,0,Bhoganhalli,1444.0,2.0,1.0,75.97,2
8836,Super built-up  Area,1,6th Phase JP Nagar,2003.0,3.0,3.0,200.0,3
8837,Carpet  Area,1,other,1100.0,2.0,2.0,70.0,2
8838,Super built-up  Area,1,Kodichikkanahalli,900.0,2.0,1.0,42.0,2
8839,Super built-up  Area,1,Talaghattapura,1372.0,2.0,1.0,43.9,3
8840,Plot  Area,0,Chikka Tirupathi,4500.0,5.0,3.0,150.0,4
8841,Super built-up  Area,1,Bisuvanahalli,1180.0,2.0,1.0,55.5,3
8842,Super built-up  Area,1,Electronic City,1096.0,2.0,2.0,39.0,2
8843,Super built-up  Area,1,Yeshwanthpur,2504.0,3.0,3.0,138.0,3
8844,Super built-up  Area,1,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3
8845,Built-up  Area,1,other,420.0,1.0,1.0,23.5,1
8846,Super built-up  Area,1,Hennur Road,1832.0,3.0,1.0,116.0,3
8848,Built-up  Area,1,Vasanthapura,940.0,2.0,1.0,40.0,2
8850,Built-up  Area,0,Electronic City Phase II,1020.0,2.0,1.0,29.45,2
8851,Built-up  Area,1,Abbigere,2500.0,6.0,0.0,81.0,6
8852,Super built-up  Area,1,Raja Rajeshwari Nagar,1400.0,2.0,2.0,45.0,2
8853,Built-up  Area,1,other,1675.0,3.0,2.0,65.0,3
8854,Super built-up  Area,1,Tumkur Road,708.0,2.0,1.0,32.0,2
8855,Super built-up  Area,1,Channasandra,1123.0,2.0,1.0,36.0,2
8856,Super built-up  Area,1,Talaghattapura,1100.0,2.0,1.0,49.49,2
8857,Super built-up  Area,1,other,1225.0,2.0,2.0,71.05,2
8858,Super built-up  Area,1,Lingadheeranahalli,1683.0,3.0,1.0,140.0,3
8859,Super built-up  Area,1,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1
8861,Plot  Area,1,other,1350.0,4.0,1.0,90.0,4
8862,Super built-up  Area,1,Gubbalala,1475.0,2.0,2.0,80.0,2
8863,Super built-up  Area,1,Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2
8864,Super built-up  Area,1,KR Puram,1150.0,2.0,1.0,42.0,2
8865,Super built-up  Area,1,Yeshwanthpur,1165.0,2.0,1.0,85.0,2
8866,Super built-up  Area,1,Harlur,1756.0,3.0,2.0,134.0,3
8867,Super built-up  Area,1,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2
8868,Super built-up  Area,1,Mahadevpura,1212.0,2.0,1.0,56.9,2
8869,Super built-up  Area,1,Doddathoguru,1140.0,2.0,2.0,26.49,2
8870,Super built-up  Area,0,Hegde Nagar,2087.01,3.0,2.0,115.0,3
8871,Super built-up  Area,1,Jalahalli East,775.0,1.0,0.0,34.1,1
8872,Super built-up  Area,0,Sarjapur  Road,1700.0,3.0,1.0,118.0,3
8873,Super built-up  Area,1,other,1732.5,3.0,0.0,91.855,3
8874,Super built-up  Area,1,Raja Rajeshwari Nagar,1110.0,2.0,1.0,52.0,2
8875,Built-up  Area,0,Electronic City Phase II,1000.0,2.0,1.0,28.88,2
8877,Built-up  Area,1,Chikka Tirupathi,2704.0,5.0,0.0,105.0,4
8879,Plot  Area,1,Hormavu,1600.0,5.0,2.0,140.0,5
8880,Super built-up  Area,0,Bhoganhalli,1205.0,2.0,2.0,64.47,2
8881,Super built-up  Area,1,Thigalarapalya,1418.0,2.0,2.0,105.0,2
8882,Built-up  Area,1,Ardendale,1650.0,3.0,3.0,82.0,3
8884,Super built-up  Area,1,Electronic City,1150.0,2.0,1.0,38.0,2
8885,Super built-up  Area,1,other,3071.0,4.0,2.0,300.0,3
8886,Built-up  Area,1,Dasanapura,2400.0,5.0,2.0,100.0,4
8887,Built-up  Area,1,other,850.0,2.0,0.0,34.0,2
8888,Super built-up  Area,1,Raja Rajeshwari Nagar,1580.0,3.0,1.0,83.74,3
8889,Super built-up  Area,0,Whitefield,1216.0,2.0,1.0,84.03,2
8890,Carpet  Area,0,Kanakpura Road,381.0,1.0,1.0,28.0,1
8891,Built-up  Area,0,KR Puram,4600.0,9.0,2.0,200.0,9
8892,Super built-up  Area,1,Hebbal,1040.0,2.0,1.0,55.0,2
8893,Built-up  Area,0,Choodasandra,2429.0,3.0,1.0,210.0,4
8894,Super built-up  Area,1,other,1260.0,2.0,1.0,49.0,3
8895,Super built-up  Area,1,Kanakpura Road,1498.0,3.0,2.0,74.9,3
8896,Super built-up  Area,1,Vidyaranyapura,1200.0,2.0,2.0,65.0,3
8897,Super built-up  Area,0,Electronic City,1355.0,2.0,1.0,72.9,2
8898,Built-up  Area,1,other,1450.0,3.0,1.0,65.0,3
8899,Super built-up  Area,1,Yeshwanthpur,1860.0,3.0,2.0,168.0,3
8900,Built-up  Area,1,Whitefield,1240.0,2.0,2.0,70.0,2
8901,Super built-up  Area,1,Kanakpura Road,1300.0,2.0,2.0,55.0,3
8902,Plot  Area,1,Kundalahalli,2500.0,5.0,2.0,245.0,4
8903,Super built-up  Area,1,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3
8904,Super built-up  Area,1,Ambalipura,1625.0,2.0,2.0,145.0,3
8905,Super built-up  Area,0,Electronic City,1200.0,2.0,2.0,30.0,2
8906,Super built-up  Area,1,OMBR Layout,1101.0,2.0,2.0,66.0,2
8907,Super built-up  Area,0,Whitefield,1216.0,2.0,1.0,72.5,2
8908,Super built-up  Area,1,Uttarahalli,1250.0,2.0,3.0,50.0,3
8909,Plot  Area,1,other,2100.0,3.0,0.0,70.0,3
8910,Built-up  Area,1,Ananth Nagar,1470.0,3.0,2.0,54.0,3
8911,Super built-up  Area,0,Bannerghatta Road,1365.0,3.0,1.0,76.18,3
8912,Super built-up  Area,0,Hosa Road,1364.0,2.0,1.0,64.79,2
8913,Super built-up  Area,0,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
8914,Super built-up  Area,1,7th Phase JP Nagar,1800.0,3.0,2.0,130.0,3
8915,Super built-up  Area,1,Kothannur,1350.0,2.0,2.0,42.0,2
8916,Super built-up  Area,1,Thanisandra,1573.0,3.0,2.0,98.0,3
8917,Super built-up  Area,1,other,1620.0,3.0,3.0,95.0,3
8918,Super built-up  Area,1,Doddakallasandra,1072.0,2.0,1.0,42.87,2
8919,Built-up  Area,1,other,560.0,1.0,1.0,21.0,1
8920,Super built-up  Area,1,other,1156.0,2.0,2.0,46.0,2
8921,Built-up  Area,0,Kudlu Gate,1336.0,2.0,1.0,86.0,2
8922,Super built-up  Area,1,Electronic City,1200.0,2.0,1.0,20.0,2
8923,Super built-up  Area,1,Marathahalli,3400.0,4.0,3.0,235.0,4
8924,Super built-up  Area,1,Raja Rajeshwari Nagar,1608.0,3.0,3.0,54.51,3
8926,Super built-up  Area,1,Whitefield,1215.0,2.0,2.0,40.0,2
8928,Super built-up  Area,1,Green Glen Layout,1517.0,3.0,3.0,100.0,3
8929,Super built-up  Area,1,Mallasandra,1565.0,2.0,2.0,69.0,2
8931,Super built-up  Area,1,Whitefield,2025.0,4.0,2.0,115.0,3
8932,Super built-up  Area,0,Jalahalli,1057.0,2.0,1.0,34.71,2
8934,Super built-up  Area,1,Sarjapur,1044.0,2.0,2.0,34.0,2
8935,Built-up  Area,1,Domlur,1695.0,3.0,2.0,125.0,3
8936,Super built-up  Area,0,Ramagondanahalli,1635.0,3.0,1.0,61.0,3
8937,Super built-up  Area,1,other,1140.0,2.0,2.0,56.0,2
8938,Built-up  Area,1,Electronic City,1150.0,2.0,2.0,35.0,2
8939,Built-up  Area,1,Yelachenahalli,1110.0,2.0,2.0,110.0,2
8940,Super built-up  Area,1,Yeshwanthpur,1163.0,2.0,2.0,64.08,2
8941,Super built-up  Area,1,Thubarahalli,1418.0,2.0,2.0,65.0,3
8942,Built-up  Area,0,Varthur,1155.0,2.0,1.0,60.0,2
8943,Super built-up  Area,1,Bannerghatta Road,1115.0,2.0,2.0,78.0,2
8944,Built-up  Area,1,other,2250.0,3.0,2.0,180.0,3
8945,Super built-up  Area,1,NGR Layout,1020.0,2.0,2.0,48.45,2
8946,Super built-up  Area,1,other,1485.0,3.0,2.0,78.0,3
8949,Super built-up  Area,1,other,1209.0,2.0,2.0,100.0,2
8950,Super built-up  Area,1,8th Phase JP Nagar,1089.0,2.0,1.0,43.55,2
8951,Super built-up  Area,1,Yelahanka,1445.0,2.0,2.0,82.0,2
8952,Super built-up  Area,1,Uttarahalli,1250.0,2.0,2.0,50.0,3
8953,Super built-up  Area,0,other,1500.0,3.0,1.0,95.0,3
8954,Super built-up  Area,1,Devarachikkanahalli,1705.0,3.0,2.0,75.0,3
8955,Super built-up  Area,1,Indira Nagar,2200.0,3.0,2.0,160.0,3
8959,Super built-up  Area,1,Bellandur,1830.0,3.0,2.0,90.0,3
8960,Super built-up  Area,0,Electronics City Phase 1,1450.0,3.0,2.0,58.0,3
8961,Super built-up  Area,1,Choodasandra,1220.0,3.0,2.0,56.0,3
8962,Super built-up  Area,1,Hoodi,1259.0,2.0,2.0,69.45,2
8963,Super built-up  Area,1,Subramanyapura,1260.0,2.0,1.0,73.0,3
8964,Built-up  Area,1,Kaggadasapura,2500.0,5.0,1.0,120.0,3
8965,Built-up  Area,0,Kudlu Gate,1919.0,3.0,2.0,121.0,3
8967,Super built-up  Area,1,Hennur Road,2050.0,3.0,2.0,120.0,3
8968,Built-up  Area,1,Basavangudi,1050.0,2.0,1.0,103.0,2
8969,Super built-up  Area,1,other,1000.0,2.0,2.0,60.0,2
8970,Super built-up  Area,1,Raja Rajeshwari Nagar,1640.0,3.0,1.0,86.8,3
8971,Built-up  Area,1,other,1488.0,2.0,2.0,65.0,3
8972,Super built-up  Area,1,Chikkalasandra,1265.0,2.0,2.0,53.12,3
8973,Built-up  Area,1,Hennur,1640.0,3.0,2.0,120.0,3
8974,Super built-up  Area,1,9th Phase JP Nagar,1719.3,2.0,2.0,88.0,3
8975,Plot  Area,1,other,1200.0,4.0,2.0,130.0,4
8976,Super built-up  Area,1,Kaggadasapura,1180.0,2.0,2.0,70.0,2
8977,Super built-up  Area,1,HBR Layout,1700.0,3.0,1.0,110.0,3
8978,Super built-up  Area,1,Kudlu Gate,1464.0,3.0,3.0,56.0,2
8979,Built-up  Area,1,JP Nagar,1800.0,6.0,0.0,68.0,6
8981,Built-up  Area,0,Yelahanka,1225.0,2.0,2.0,62.0,2
8982,Super built-up  Area,1,7th Phase JP Nagar,1050.0,2.0,0.0,68.0,2
8983,Super built-up  Area,1,Sarjapur  Road,1691.0,3.0,3.0,120.0,3
8984,Built-up  Area,1,other,2250.0,3.0,2.0,199.0,3
8985,Super built-up  Area,1,other,3700.0,4.0,2.0,314.0,4
8988,Super built-up  Area,0,other,1190.0,2.0,3.0,42.25,2
8989,Super built-up  Area,1,Haralur Road,1243.0,2.0,2.0,46.0,2
8990,Super built-up  Area,1,Hormavu,765.0,2.0,1.0,37.49,2
8991,Super built-up  Area,1,Chamrajpet,730.0,1.0,2.0,52.0,2
8993,Super built-up  Area,0,Old Madras Road,1350.0,3.0,1.0,45.9,3
